ref_ra,ref_dec,local_rms
24.748926,-28.571646,7.9313107E-4
23.631804,-31.006115,8.1577717E-4
26.054918,-28.76662,7.581847E-4
23.768303,-28.643276,8.3877216E-4
25.088957,-30.467335,7.7032315E-4
25.056149,-29.979418,8.0937124E-4
24.59502,-31.33081,8.504845E-4
25.54274,-29.822754,7.945033E-4
24.045427,-31.713938,7.640806E-4
25.422157,-29.54755,8.684103E-4
26.377466,-30.798054,8.263832E-4
25.921028,-30.860485,8.160788E-4
24.697184,-31.267664,8.0468174E-4
24.344982,-29.145885,8.009973E-4
24.861532,-28.330963,7.563686E-4
23.832134,-31.709833,8.168582E-4
23.647985,-29.378996,8.147872E-4
23.77893,-28.32793,8.085073E-4
24.57261,-29.8725,8.131042E-4
25.361023,-29.071676,8.292787E-4
24.379116,-30.367495,7.910284E-4
26.620392,-30.050606,7.944031E-4
26.601307,-29.457819,7.9697516E-4
24.339895,-31.33857,8.537062E-4
23.426226,-30.28835,7.720016E-4
24.221014,-31.262897,8.356396E-4
24.522772,-29.260056,7.888682E-4
25.524132,-30.0725,7.9297187E-4
25.031353,-30.735586,7.7537843E-4
24.735594,-29.481411,7.9218135E-4
25.806168,-30.542265,8.193921E-4
24.017088,-28.653025,8.836348E-4
26.324156,-30.018703,7.7889435E-4
23.83395,-30.780828,7.882043E-4
23.583544,-29.858313,7.8026927E-4
25.677057,-29.592543,8.5075776E-4
25.498146,-29.690737,8.047223E-4
26.378094,-30.461138,7.6425844E-4
26.279972,-30.626644,7.9027744E-4
23.958515,-28.567642,8.763882E-4
26.720781,-31.726267,8.0734555E-4
24.396893,-30.546001,7.819882E-4
25.005383,-31.258944,7.880253E-4
24.228125,-28.771467,8.456296E-4
24.916235,-30.126999,8.014174E-4
24.765984,-28.402191,7.724314E-4
23.339304,-29.116693,8.109961E-4
24.295639,-29.226854,7.759381E-4
25.91776,-31.162886,8.445912E-4
23.674753,-30.306824,7.6919515E-4
24.38037,-29.028038,8.1927987E-4
23.847197,-28.562788,8.8823814E-4
26.185816,-31.045639,8.5602415E-4
24.475529,-29.004007,8.096428E-4
23.404404,-30.510462,7.79975E-4
26.4889,-31.16437,8.472898E-4
26.562754,-29.950153,7.798559E-4
23.62149,-31.438173,8.33315E-4
26.552414,-31.421719,8.269682E-4
26.671133,-30.07191,7.9620787E-4
24.660679,-28.87671,8.1268715E-4
24.705109,-28.349537,7.7321177E-4
26.253527,-30.789537,8.2224415E-4
23.838932,-28.365536,8.632879E-4
26.632704,-31.379915,8.057602E-4
25.47893,-29.264591,8.9200045E-4
25.962696,-31.153212,8.5319876E-4
25.704739,-30.20347,7.919928E-4
23.756336,-31.5365,8.412277E-4
24.75643,-31.556217,8.043734E-4
23.992537,-29.06308,8.020609E-4
23.295359,-30.466265,7.9006434E-4
23.571857,-30.843899,8.1386586E-4
24.789627,-30.768448,7.922355E-4
23.597803,-29.685686,8.077877E-4
25.715141,-31.737938,8.0159504E-4
25.653376,-31.66742,7.8644126E-4
25.470436,-29.753948,7.77718E-4
25.078283,-29.291965,8.610831E-4
25.048119,-29.018063,8.2098E-4
25.89436,-31.621044,7.995539E-4
25.334278,-29.271666,9.0512546E-4
23.861834,-30.582214,7.46724E-4
23.42247,-29.03508,8.0849504E-4
24.078602,-30.576435,7.3479826E-4
23.420383,-29.90146,7.562517E-4
26.38291,-31.010658,8.622595E-4
25.76497,-28.483297,7.825547E-4
23.701212,-31.625801,8.4911194E-4
25.070717,-28.505808,7.5882825E-4
25.417154,-30.586798,8.0494914E-4
25.533339,-30.955894,8.6120755E-4
24.920784,-31.623487,8.412657E-4
26.30974,-31.294857,8.3443825E-4
23.551523,-29.133318,8.1697747E-4
